Iteration 0: Weight 0; Strategy Change = 0.131378
Iteration 448: Weight 437.272; Strategy Change = 4.46934e-09
Iteration 449: Weight 438.268; Strategy Change = 4.43995e-09
Iteration 450: Weight 439.263; Strategy Change = 4.41081e-09
Iteration 451: Weight 440.259; Strategy Change = 4.38193e-09
Iteration 452: Weight 441.254; Strategy Change = 4.35331e-09
Iteration 453: Weight 442.25; Strategy Change = 4.32493e-09
Iteration 454: Weight 443.246; Strategy Change = 4.2968e-09
Iteration 455: Weight 444.241; Strategy Change = 4.26891e-09
Iteration 456: Weight 445.237; Strategy Change = 4.24127e-09
Iteration 457: Weight 446.232; Strategy Change = 4.21386e-09
Iteration 458: Weight 447.228; Strategy Change = 4.18669e-09
Iteration 459: Weight 448.224; Strategy Change = 4.15976e-09
Iteration 460: Weight 449.219; Strategy Change = 4.13306e-09
Iteration 461: Weight 450.215; Strategy Change = 4.10658e-09
Iteration 462: Weight 451.211; Strategy Change = 4.08033e-09
Iteration 463: Weight 452.206; Strategy Change = 4.05431e-09
Iteration 464: Weight 453.202; Strategy Change = 4.0285e-09
Iteration 465: Weight 454.198; Strategy Change = 4.00292e-09
Iteration 466: Weight 455.194; Strategy Change = 3.97755e-09
Iteration 467: Weight 456.189; Strategy Change = 3.9524e-09
Iteration 468: Weight 457.185; Strategy Change = 3.92746e-09
Iteration 469: Weight 458.181; Strategy Change = 3.90273e-09
Iteration 470: Weight 459.177; Strategy Change = 3.87821e-09
Iteration 471: Weight 460.172; Strategy Change = 3.85389e-09
Iteration 472: Weight 461.168; Strategy Change = 3.82977e-09
Iteration 473: Weight 462.164; Strategy Change = 3.80586e-09
Iteration 474: Weight 463.16; Strategy Change = 3.78215e-09
Iteration 475: Weight 464.155; Strategy Change = 3.75863e-09
Iteration 476: Weight 465.151; Strategy Change = 3.73531e-09
Iteration 477: Weight 466.147; Strategy Change = 3.71219e-09
Iteration 478: Weight 467.143; Strategy Change = 3.68925e-09
Iteration 479: Weight 468.139; Strategy Change = 3.6665e-09
Iteration 480: Weight 469.135; Strategy Change = 3.64394e-09
Iteration 481: Weight 470.13; Strategy Change = 3.62157e-09
Iteration 482: Weight 471.126; Strategy Change = 3.59938e-09
Iteration 483: Weight 472.122; Strategy Change = 3.57737e-09
Iteration 484: Weight 473.118; Strategy Change = 3.55554e-09
Iteration 485: Weight 474.114; Strategy Change = 3.53388e-09
Iteration 486: Weight 475.11; Strategy Change = 3.51241e-09
Iteration 487: Weight 476.106; Strategy Change = 3.49111e-09
Iteration 488: Weight 477.102; Strategy Change = 3.46998e-09
Iteration 489: Weight 478.098; Strategy Change = 3.44902e-09
Iteration 490: Weight 479.094; Strategy Change = 3.42823e-09
Iteration 491: Weight 480.089; Strategy Change = 3.4076e-09
Iteration 492: Weight 481.085; Strategy Change = 3.38715e-09
Iteration 493: Weight 482.081; Strategy Change = 3.36685e-09
Iteration 494: Weight 483.077; Strategy Change = 3.34672e-09
Iteration 495: Weight 484.073; Strategy Change = 3.32675e-09
Iteration 496: Weight 485.069; Strategy Change = 3.30694e-09
Iteration 497: Weight 486.065; Strategy Change = 3.28729e-09
Iteration 498: Weight 487.061; Strategy Change = 3.26779e-09
Iteration 499: Weight 488.057; Strategy Change = 3.24845e-09
Iteration 500: Weight 489.053; Strategy Change = 3.22925e-09
Iteration 501: Weight 490.049; Strategy Change = 3.21022e-09
Iteration 502: Weight 491.045; Strategy Change = 3.19133e-09
Iteration 503: Weight 492.041; Strategy Change = 3.17258e-09
Iteration 504: Weight 493.037; Strategy Change = 3.15399e-09
Iteration 505: Weight 494.033; Strategy Change = 3.13554e-09
Iteration 506: Weight 495.03; Strategy Change = 3.11724e-09
Iteration 507: Weight 496.026; Strategy Change = 3.09907e-09
Iteration 508: Weight 497.022; Strategy Change = 3.08105e-09
Iteration 509: Weight 498.018; Strategy Change = 3.06317e-09
Iteration 510: Weight 499.014; Strategy Change = 3.04543e-09
Iteration 511: Weight 500.01; Strategy Change = 3.02782e-09
Iteration 512: Weight 501.006; Strategy Change = 3.01035e-09
Iteration 513: Weight 502.002; Strategy Change = 2.99302e-09
Iteration 514: Weight 502.998; Strategy Change = 2.97582e-09
Iteration 515: Weight 503.994; Strategy Change = 2.95875e-09
Iteration 516: Weight 504.991; Strategy Change = 2.94181e-09
Iteration 517: Weight 505.987; Strategy Change = 2.925e-09
Iteration 518: Weight 506.983; Strategy Change = 2.90832e-09
Iteration 519: Weight 507.979; Strategy Change = 2.89176e-09
Iteration 520: Weight 508.975; Strategy Change = 2.87533e-09
Iteration 521: Weight 509.971; Strategy Change = 2.85903e-09
Iteration 522: Weight 510.968; Strategy Change = 2.84285e-09
Iteration 523: Weight 511.964; Strategy Change = 2.82679e-09
Iteration 524: Weight 512.96; Strategy Change = 2.81085e-09
Iteration 525: Weight 513.956; Strategy Change = 2.79503e-09
Iteration 526: Weight 514.952; Strategy Change = 2.77933e-09
Iteration 527: Weight 515.949; Strategy Change = 2.76375e-09
Iteration 528: Weight 516.945; Strategy Change = 2.74829e-09
Iteration 529: Weight 517.941; Strategy Change = 2.73294e-09
Iteration 530: Weight 518.937; Strategy Change = 2.7177e-09
Iteration 531: Weight 519.933; Strategy Change = 2.70258e-09
Iteration 532: Weight 520.93; Strategy Change = 2.68757e-09
Iteration 533: Weight 521.926; Strategy Change = 2.67268e-09
Iteration 534: Weight 522.922; Strategy Change = 2.65789e-09
Iteration 535: Weight 523.919; Strategy Change = 2.64321e-09
Iteration 536: Weight 524.915; Strategy Change = 2.62864e-09
Iteration 537: Weight 525.911; Strategy Change = 2.61418e-09
Iteration 538: Weight 526.907; Strategy Change = 2.59982e-09
Iteration 539: Weight 527.904; Strategy Change = 2.58557e-09
Iteration 540: Weight 528.9; Strategy Change = 2.57142e-09
Iteration 541: Weight 529.896; Strategy Change = 2.55738e-09
Iteration 542: Weight 530.893; Strategy Change = 2.54344e-09
Iteration 543: Weight 531.889; Strategy Change = 2.5296e-09
Iteration 544: Weight 532.885; Strategy Change = 2.51586e-09
Iteration 545: Weight 533.882; Strategy Change = 2.50222e-09
Iteration 546: Weight 534.878; Strategy Change = 2.48867e-09
Iteration 547: Weight 535.874; Strategy Change = 2.47523e-09
Iteration 548: Weight 536.871; Strategy Change = 2.46188e-09
Iteration 549: Weight 537.867; Strategy Change = 2.44863e-09
Iteration 550: Weight 538.863; Strategy Change = 2.43548e-09
Iteration 551: Weight 539.86; Strategy Change = 2.42242e-09
Iteration 552: Weight 540.856; Strategy Change = 2.40945e-09
Iteration 553: Weight 541.853; Strategy Change = 2.39658e-09
Iteration 554: Weight 542.849; Strategy Change = 2.38379e-09
Iteration 555: Weight 543.845; Strategy Change = 2.3711e-09
Iteration 556: Weight 544.842; Strategy Change = 2.3585e-09
Iteration 557: Weight 545.838; Strategy Change = 2.34599e-09
Iteration 558: Weight 546.835; Strategy Change = 2.33356e-09
Iteration 559: Weight 547.831; Strategy Change = 2.32123e-09
Iteration 560: Weight 548.827; Strategy Change = 2.30898e-09
Iteration 561: Weight 549.824; Strategy Change = 2.29681e-09
Iteration 562: Weight 550.82; Strategy Change = 2.28474e-09
Iteration 563: Weight 551.817; Strategy Change = 2.27275e-09
Iteration 564: Weight 552.813; Strategy Change = 2.26084e-09
Iteration 565: Weight 553.81; Strategy Change = 2.24901e-09
Iteration 566: Weight 554.806; Strategy Change = 2.23727e-09
Iteration 567: Weight 555.803; Strategy Change = 2.22561e-09
Iteration 568: Weight 556.799; Strategy Change = 2.21403e-09
Iteration 569: Weight 557.796; Strategy Change = 2.20253e-09
Iteration 570: Weight 558.792; Strategy Change = 2.19111e-09
Iteration 571: Weight 559.789; Strategy Change = 2.17977e-09
Iteration 572: Weight 560.785; Strategy Change = 2.16851e-09
Iteration 573: Weight 561.782; Strategy Change = 2.15732e-09
Iteration 574: Weight 562.778; Strategy Change = 2.14622e-09
Iteration 575: Weight 563.775; Strategy Change = 2.13518e-09
Iteration 576: Weight 564.771; Strategy Change = 2.12423e-09
Iteration 577: Weight 565.768; Strategy Change = 2.11335e-09
Iteration 578: Weight 566.764; Strategy Change = 2.10254e-09
Iteration 579: Weight 567.761; Strategy Change = 2.09181e-09
Iteration 580: Weight 568.758; Strategy Change = 2.08115e-09
Iteration 581: Weight 569.754; Strategy Change = 2.07056e-09
Iteration 582: Weight 570.751; Strategy Change = 2.06005e-09
Iteration 583: Weight 571.747; Strategy Change = 2.04961e-09
Iteration 584: Weight 572.744; Strategy Change = 2.03923e-09
Iteration 585: Weight 573.74; Strategy Change = 2.02893e-09
Iteration 586: Weight 574.737; Strategy Change = 2.0187e-09
Iteration 587: Weight 575.734; Strategy Change = 2.00853e-09
Iteration 588: Weight 576.73; Strategy Change = 1.99844e-09
Iteration 589: Weight 577.727; Strategy Change = 1.98841e-09
Iteration 590: Weight 578.723; Strategy Change = 1.97845e-09
Iteration 591: Weight 579.72; Strategy Change = 1.96855e-09
Iteration 592: Weight 580.717; Strategy Change = 1.95872e-09
Iteration 593: Weight 581.713; Strategy Change = 1.94896e-09
Iteration 594: Weight 582.71; Strategy Change = 1.93926e-09
Iteration 595: Weight 583.707; Strategy Change = 1.92963e-09
Iteration 596: Weight 584.703; Strategy Change = 1.92006e-09
Iteration 597: Weight 585.7; Strategy Change = 1.91055e-09
Iteration 598: Weight 586.697; Strategy Change = 1.90111e-09
Iteration 599: Weight 587.693; Strategy Change = 1.89173e-09
Iteration 600: Weight 588.69; Strategy Change = 1.88241e-09
Iteration 601: Weight 589.687; Strategy Change = 1.87315e-09
Iteration 602: Weight 590.683; Strategy Change = 1.86395e-09
Iteration 603: Weight 591.68; Strategy Change = 1.85481e-09
Iteration 604: Weight 592.677; Strategy Change = 1.84574e-09
Iteration 605: Weight 593.673; Strategy Change = 1.83672e-09
Iteration 606: Weight 594.67; Strategy Change = 1.82776e-09
Iteration 607: Weight 595.667; Strategy Change = 1.81886e-09
Iteration 608: Weight 596.664; Strategy Change = 1.81001e-09
Iteration 609: Weight 597.66; Strategy Change = 1.80123e-09
Iteration 610: Weight 598.657; Strategy Change = 1.7925e-09
Iteration 611: Weight 599.654; Strategy Change = 1.78383e-09
Iteration 612: Weight 600.651; Strategy Change = 1.77521e-09
Iteration 613: Weight 601.647; Strategy Change = 1.76665e-09
Iteration 614: Weight 602.644; Strategy Change = 1.75814e-09
Iteration 615: Weight 603.641; Strategy Change = 1.74969e-09
Iteration 616: Weight 604.638; Strategy Change = 1.74129e-09
Iteration 617: Weight 605.634; Strategy Change = 1.73295e-09
Iteration 618: Weight 606.631; Strategy Change = 1.72466e-09
Iteration 619: Weight 607.628; Strategy Change = 1.71642e-09
Iteration 620: Weight 608.625; Strategy Change = 1.70824e-09
Iteration 621: Weight 609.621; Strategy Change = 1.70011e-09
Iteration 622: Weight 610.618; Strategy Change = 1.69203e-09
Iteration 623: Weight 611.615; Strategy Change = 1.684e-09
Iteration 624: Weight 612.612; Strategy Change = 1.67602e-09
Iteration 625: Weight 613.609; Strategy Change = 1.66809e-09
Iteration 626: Weight 614.605; Strategy Change = 1.66021e-09
Iteration 627: Weight 615.602; Strategy Change = 1.65238e-09
Iteration 628: Weight 616.599; Strategy Change = 1.64461e-09
Iteration 629: Weight 617.596; Strategy Change = 1.63688e-09
Iteration 630: Weight 618.593; Strategy Change = 1.62919e-09
Iteration 631: Weight 619.59; Strategy Change = 1.62156e-09
Iteration 632: Weight 620.586; Strategy Change = 1.61397e-09
Iteration 633: Weight 621.583; Strategy Change = 1.60644e-09
Iteration 634: Weight 622.58; Strategy Change = 1.59894e-09
Iteration 635: Weight 623.577; Strategy Change = 1.5915e-09
Iteration 636: Weight 624.574; Strategy Change = 1.5841e-09
Iteration 637: Weight 625.571; Strategy Change = 1.57675e-09
Iteration 638: Weight 626.568; Strategy Change = 1.56944e-09
Iteration 639: Weight 627.564; Strategy Change = 1.56218e-09
Iteration 640: Weight 628.561; Strategy Change = 1.55496e-09
Iteration 641: Weight 629.558; Strategy Change = 1.54779e-09
Iteration 642: Weight 630.555; Strategy Change = 1.54066e-09
Iteration 643: Weight 631.552; Strategy Change = 1.53358e-09
Iteration 644: Weight 632.549; Strategy Change = 1.52653e-09
Iteration 645: Weight 633.546; Strategy Change = 1.51954e-09
Iteration 646: Weight 634.543; Strategy Change = 1.51258e-09
Iteration 647: Weight 635.54; Strategy Change = 1.50567e-09
Iteration 648: Weight 636.537; Strategy Change = 1.4988e-09
Iteration 649: Weight 637.533; Strategy Change = 1.49197e-09
Iteration 650: Weight 638.53; Strategy Change = 1.48518e-09
Iteration 651: Weight 639.527; Strategy Change = 1.47844e-09
Iteration 652: Weight 640.524; Strategy Change = 1.47173e-09
Iteration 653: Weight 641.521; Strategy Change = 1.46507e-09
Iteration 654: Weight 642.518; Strategy Change = 1.45844e-09
Iteration 655: Weight 643.515; Strategy Change = 1.45186e-09
Iteration 656: Weight 644.512; Strategy Change = 1.44531e-09
Iteration 657: Weight 645.509; Strategy Change = 1.43881e-09
Iteration 658: Weight 646.506; Strategy Change = 1.43234e-09
Iteration 659: Weight 647.503; Strategy Change = 1.42591e-09
Iteration 660: Weight 648.5; Strategy Change = 1.41953e-09
Iteration 661: Weight 649.497; Strategy Change = 1.41318e-09
Iteration 662: Weight 650.494; Strategy Change = 1.40686e-09
Iteration 663: Weight 651.491; Strategy Change = 1.40059e-09
Iteration 664: Weight 652.488; Strategy Change = 1.39435e-09
Iteration 665: Weight 653.485; Strategy Change = 1.38815e-09
Iteration 666: Weight 654.482; Strategy Change = 1.38198e-09
Iteration 667: Weight 655.479; Strategy Change = 1.37586e-09
Iteration 668: Weight 656.476; Strategy Change = 1.36977e-09
Iteration 669: Weight 657.473; Strategy Change = 1.36371e-09
Iteration 670: Weight 658.47; Strategy Change = 1.35769e-09
Iteration 671: Weight 659.467; Strategy Change = 1.35171e-09
Iteration 672: Weight 660.464; Strategy Change = 1.34576e-09
Iteration 673: Weight 661.461; Strategy Change = 1.33985e-09
Iteration 674: Weight 662.458; Strategy Change = 1.33397e-09
Iteration 675: Weight 663.455; Strategy Change = 1.32812e-09
Iteration 676: Weight 664.452; Strategy Change = 1.32231e-09
Iteration 677: Weight 665.449; Strategy Change = 1.31653e-09
Iteration 678: Weight 666.446; Strategy Change = 1.31079e-09
Iteration 679: Weight 667.443; Strategy Change = 1.30508e-09
Iteration 680: Weight 668.44; Strategy Change = 1.29941e-09
Iteration 681: Weight 669.438; Strategy Change = 1.29376e-09
Iteration 682: Weight 670.435; Strategy Change = 1.28815e-09
Iteration 683: Weight 671.432; Strategy Change = 1.28257e-09
Iteration 684: Weight 672.429; Strategy Change = 1.27703e-09
Iteration 685: Weight 673.426; Strategy Change = 1.27151e-09
Iteration 686: Weight 674.423; Strategy Change = 1.26603e-09
Iteration 687: Weight 675.42; Strategy Change = 1.26058e-09
Iteration 688: Weight 676.417; Strategy Change = 1.25516e-09
Iteration 689: Weight 677.414; Strategy Change = 1.24977e-09
Iteration 690: Weight 678.411; Strategy Change = 1.24442e-09
Iteration 691: Weight 679.408; Strategy Change = 1.23909e-09
Iteration 692: Weight 680.406; Strategy Change = 1.23379e-09
Iteration 693: Weight 681.403; Strategy Change = 1.22853e-09
Iteration 694: Weight 682.4; Strategy Change = 1.22329e-09
Iteration 695: Weight 683.397; Strategy Change = 1.21809e-09
Iteration 696: Weight 684.394; Strategy Change = 1.21291e-09
Iteration 697: Weight 685.391; Strategy Change = 1.20776e-09
Iteration 698: Weight 686.388; Strategy Change = 1.20264e-09
Iteration 699: Weight 687.385; Strategy Change = 1.19755e-09
Iteration 700: Weight 688.383; Strategy Change = 1.19249e-09
Iteration 701: Weight 689.38; Strategy Change = 1.18746e-09
Iteration 702: Weight 690.377; Strategy Change = 1.18246e-09
Iteration 703: Weight 691.374; Strategy Change = 1.17748e-09
Iteration 704: Weight 692.371; Strategy Change = 1.17253e-09
Iteration 705: Weight 693.368; Strategy Change = 1.16761e-09
Iteration 706: Weight 694.366; Strategy Change = 1.16272e-09
Iteration 707: Weight 695.363; Strategy Change = 1.15786e-09
Iteration 708: Weight 696.36; Strategy Change = 1.15302e-09
Iteration 709: Weight 697.357; Strategy Change = 1.14821e-09
Iteration 710: Weight 698.354; Strategy Change = 1.14343e-09
Iteration 711: Weight 699.352; Strategy Change = 1.13867e-09
Iteration 712: Weight 700.349; Strategy Change = 1.13394e-09
Iteration 713: Weight 701.346; Strategy Change = 1.12923e-09
Iteration 714: Weight 702.343; Strategy Change = 1.12455e-09
Iteration 715: Weight 703.34; Strategy Change = 1.1199e-09
Iteration 716: Weight 704.338; Strategy Change = 1.11527e-09
Iteration 717: Weight 705.335; Strategy Change = 1.11067e-09
Iteration 718: Weight 706.332; Strategy Change = 1.1061e-09
Iteration 719: Weight 707.329; Strategy Change = 1.10154e-09
Iteration 720: Weight 708.326; Strategy Change = 1.09702e-09
Iteration 721: Weight 709.324; Strategy Change = 1.09252e-09
Iteration 722: Weight 710.321; Strategy Change = 1.08804e-09
Iteration 723: Weight 711.318; Strategy Change = 1.08359e-09
Iteration 724: Weight 712.315; Strategy Change = 1.07916e-09
Iteration 725: Weight 713.313; Strategy Change = 1.07476e-09
Iteration 726: Weight 714.31; Strategy Change = 1.07038e-09
Iteration 727: Weight 715.307; Strategy Change = 1.06602e-09
Iteration 728: Weight 716.304; Strategy Change = 1.06169e-09
Iteration 729: Weight 717.302; Strategy Change = 1.05738e-09
Iteration 730: Weight 718.299; Strategy Change = 1.05309e-09
Iteration 731: Weight 719.296; Strategy Change = 1.04883e-09
Iteration 732: Weight 720.293; Strategy Change = 1.04459e-09
Iteration 733: Weight 721.291; Strategy Change = 1.04038e-09
Iteration 734: Weight 722.288; Strategy Change = 1.03618e-09
Iteration 735: Weight 723.285; Strategy Change = 1.03201e-09
Iteration 736: Weight 724.283; Strategy Change = 1.02786e-09
Iteration 737: Weight 725.28; Strategy Change = 1.02374e-09
Iteration 738: Weight 726.277; Strategy Change = 1.01963e-09
Iteration 739: Weight 727.275; Strategy Change = 1.01555e-09
Iteration 740: Weight 728.272; Strategy Change = 1.01149e-09
Iteration 741: Weight 729.269; Strategy Change = 1.00745e-09
Iteration 742: Weight 730.266; Strategy Change = 1.00343e-09
